S/N		Words               		Frequency
12115		herne's             		2
12116		hero                		117
12117		hero's              		8
12118		herod               		6
12119		herod's             		2
12120		heroes              		2
12121		heroic              		1
12122		heroical            		4
12123		herring             		5
12124		herrings            		2
12125		hers                		51
12126		hers-to             		1
12127		herself             		97
12128		herself's           		1
12129		hesperides          		1
12130		hesperus            		1
12131		hest                		3
12132		hests               		2
12133		heure               		1
12134		heureux             		1
12135		hew                 		9
12136		hew'd               		1
12137		hewgh               		1
12138		hewing              		1
12139		hewn                		2
12140		hews                		2
12141		hey                 		23
12142		hey-day             		1
12143		hey-ho              		1
12144		heyday              		1
12145		hibocrates          		1
12146		hic                 		12
12147		hiccups             		1
12148		hick                		1
12149		hid                 		43
12150		hid'                		1
12151		hid'st              		1
12152		hidden              		8
12153		hide                		110
12154		hideous             		22
12155		hideously           		1
12156		hideousness         		1
12157		hides               		19
12158		hidest              		1
12159		hiding              		10
12160		hie                 		46
12161		hied                		1
12162		hiems               		1
12163		hiems'              		1
12164		hies                		4
12165		hig                 		1
12166		high                		232
12167		high'st             		2
12168		high-battled        		1
12169		high-blown          		1
12170		high-born           		2
12171		high-colour'd       		1
12172		high-day            		3
12173		high-engender'd     		1
12174		high-gravel         		1
12175		high-grown          		1
12176		high-judging        		1
12177		high-lone           		1
12178		high-placed         		1
12179		high-proof          		1
12180		high-reaching       		1
12181		high-rear'd         		1
12182		high-repented       		1
12183		high-sighted        		1
12184		high-soaring        		1
12185		high-stomach'd      		1
12186		high-swol'n         		1
12187		high-vic'd          		1
12188		high-witted         		1
12189		high-wrought        		1
12190		higher              		31
12191		highest             		15
12192		highest-peering     		1
12193		highly              		15
12194		highmost            		2
12195		highness            		141
12196		highness'           		47
12197		highness-no         		1
12198		hight               		3
12199		highway             		5
12200		highways            		2
12201		hilding             		5
12202		hildings            		1
12203		hill                		41
12204		hillo               		1
12205		hilloa              		1
12206		hills               		10
12207		hilt                		3
12208		hilts               		6
12209		him                 		5191
12210		him'                		1
12211		him-and             		1
12212		him-every           		1
12213		him-for             		1
12214		him-hath            		1
12215		him-let             		2
12216		him-no              		1
12217		him-privily         		1
12218		him-self            		1
12219		him-there's         		1
12220		him-though          		1
12221		him-which           		1
12222		himself             		450
12223		himself-shall       		1
12224		himself-which       		1
12225		hinc                		1
12226		hinckley            		1
12227		hind                		9
12228		hind'red            		7
12229		hind'ring           		1
12230		hinder              		14
12231		hindered            		1
12232		hinders             		1
12233		hindmost            		3
12234		hinds               		8
12235		hinge               		2
12236		hinges              		2
12237		hint                		8
12238		hip                 		8
12239		hipp'd              		1
12240		hipparchus          		1
12241		hippolyta           		26
12242		hips                		5
12243		hir'd               		5
12244		hire                		18
12245		hired               		4
12246		hiren               		2
12247		hirtius             		1
12248		his                 		6857
12249		his-tent            		1
12250		hisperia            		1
12251		hiss                		10
12252		hiss'd              		1
12253		hisses              		1
12254		hissing             		2
12255		hist                		2
12256		historical-pastoral 		1
12257		history             		22
12258		hit                 		59
12259		hither              		292
12260		hither-i            		1
12261		hitherto            		9
12262		hitherward          		5
12263		hitherwards         		2
12264		hits                		9
12265		hitting             		2
12266		hive                		6
12267		hives               		1
12268		hizzing             		1
12269		ho                  		196
12270		hoa                 		4
12271		hoar                		7
12272		hoard               		4
12273		hoarded             		2
12274		hoarding            		2
12275		hoars               		1
12276		hoarse              		5
12277		hoary-headed        		1
12278		hob                 		1
12279		hob-nob             		1
12280		hobbididence        		1
12281		hobby-horse         		5
12282		hobby-horse'        		1
12283		hobby-horses        		1
12284		hobbyhorse          		1
12285		hobgoblin           		3
12286		hobnails            		2
12287		hoc                 		2
12288		hod                 		1
12289		hodge-pudding       		1
12290		hog                 		6
12291		hogs                		2
12292		hogs-head           		1
12293		hogshead            		4
12294		hogsheads           		1
12295		hois'd              		1
12296		hoise               		1
12297		hoist               		5
12298		hoisted             		2
12299		hoists              		1
12300		holborn             		1
12301		hold                		462
12302		hold'st             		3
12303		hold-bad            		1
12304		hold-door           		1
12305		holden              		1
12306		holder              		6
12307		holdeth             		2
12308		holdfast            		1
12309		holding             		22
12310		holding-anchor      		1
12311		holds               		82
12312		hole                		26
12313		holes               		7
12314		holidam             		1
12315		holidame            		2
12316		holiday             		13
12317		holiday-time        		1
12318		holidays            		1
12319		holier              		2
12320		holiest             		1
12321		holily              		3
12322		holiness            		13
12323		holla               		10
12324		holla'              		1
12325		holla'd             		1
12326		holland             		4
12327		hollander           		2
12328		hollanders          		1
12329		holloa              		1
12330		holloaing           		1
12331		hollow              		47
12332		hollow-ey'd         		1
12333		hollow-hearted      		1
12334		hollowly            		2
12335		hollowness          		3
12336		holly               		2
12337		holmedon            		4
12338		holmedon's          		1
12339		holofernes          		62
12340		holp                		17
12341		holp'st             		2
12342		holy                		195
12343		holy-cruel          		1
12344		holy-rood           		1
12345		homage              		17
12346		homager             		1
12347		home                		338
12348		home-bred           		2
12349		home-keeping        		1
12350		homely              		15
12351		homes               		2
12352		homespuns           		1
12353		homeward            		5
12354		homewards           		1
12355		homicide            		4
12356		homicides           		1
12357		homily              		1
12358		hominem             		1
12359		hommes              		1
12360		homo'               		1
12361		honest              		285
12362		honest-hearted      		1
12363		honest-natur'd      		1
12364		honest-true         		1
12365		honester            		5
12366		honestest           		1
12367		honestly            		7
12368		honesty             		86
12369		honesty's           		1
12370		honey               		33
12371		honey'd             		1
12372		honey-bag           		3
12373		honey-heavy         		1
12374		honey-mouth'd       		1
12375		honey-seed          		2
12376		honey-stalks        		1
12377		honey-sweet         		3
12378		honey-tongued       		1
12379		honeycomb           		1
12380		honeying            		1
12381		honeyless           		1
12382		honeysuckle         		2
12383		honeysuckles        		1
12384		honi                		1
12385		honneur             		4
12386		honor               		36
12387		honor'd             		5
12388		honorable           		18
12389		honorable-dangerous 		1
12390		honorably           		1
12391		honorato            		1
12392		honorificabilitudinitatibus		1
12393		honors              		11
12394		honour              		568
12395		honour'             		1
12396		honour'd            		32
12397		honour's            		25
12398		honour-a            		1
12399		honour-flaw'd       		1
12400		honour-giving       		1
12401		honour-owing        		1
12402		honourable          		102
12403		honourably          		6
12404		honoured            		7
12405		honourest           		1
12406		honourible          		1
12407		honouring           		1
12408		honours             		68
12409		honours'            		1
12410		hoo                 		6
12411		hoo-oo              		1
12412		hood                		7
12413		hood's              		1
12414		hooded              		2
12415		hoodman             		1
12416		hoodman-blind       		1
12417		hoods               		1
12418		hoodwink            		3
12419		hoodwink'd          		3
12420		hoof                		2
12421		hoofs               		4
12422		hook                		10
12423		hook-nos'd          		1
12424		hooking             		1
12425		hooks               		3
12426		hoop                		6
12427		hoops               		2
12428		hoot                		1
12429		hooted              		2
12430		hooting             		1
12431		hoots               		1
12432		hop                 		8
12433		hop'd               		4
12434		hop'd-for           		2
12435		hop'st              		2
12436		hope                		354
12437		hope'               		1
12438		hope's              		1
12439		hope-he             		1
12440		hope-that           		1
12441		hopeful             		9
12442		hopeless            		7
12443		hopes               		56
12444		hopest              		1
12445		hoping              		6
12446		hopkins             		2
12447		hoppedance          		1
12448		hor                 		109
12449		horace              		3
12450		horatio             		47
12451		horizon             		1
12452		horn                		33
12453		horn'               		1
12454		horn-beasts         		1
12455		horn-mad            		4
12456		horn-maker          		1
12457		horn-ring           		1
12458		hornbook            		1
12459		horned              		4
12460		horner              		11
12461		horning             		1
12462		hornpipes           		1
12463		horns               		57
12464		horologe            		1
12465		horrible            		25
12466		horribly            		7
12467		horrid              		15
12468		horrid-yet          		1
12469		horrider            		1
12470		horridly            		2
12471		horror              		15
12472		horror's            		1
12473		horrors             		4
12474		hors'd              		3
12475		horse               		220
12476		horse'              		1
12477		horse's             		4
12478		horse-drench        		1
12479		horse-leeches       		1
12480		horse-piss          		1
12481		horse-shoe          		1
12482		horse-stealer       		1
12483		horse-tail          		1
12484		horseback           		2
12485		horseback-breaker   		1
12486		horsed              		1
12487		horsehairs          		1
12488		horseman            		1
12489		horseman's          		1
12490		horsemanship        		2
12491		horsemen            		11
12492		horses              		56
12493		horses'             		4
12494		horses-a            		1
12495		horseway            		1
12496		horsing             		1
12497		hortensio           		115
12498		hortensio's         		3
12499		hortensius          		9
12500		horum               		2
12501		horum'              		1
12502		hose                		22
12503		hospitable          		3
12504		hospital            		1
12505		hospitality         		1
12506		host                		167
12507		host's              		1
12508		hostage             		2
12509		hostages            		4
12510		hostess             		110
12511		hostess'            		1
12512		hostess-ship        		1
12513		hostile             		4
12514		hostility           		4
12515		hostilius           		2
12516		hosts               		2
12517		hot                 		254
12518		hot-blooded         		2
12519		hot-bloods          		1
12520		hot-house           		1
12521		hotly               		4
12522		hotspur             		22
12523		hotspur's           		6
12524		hotter              		5
12525		hottest             		2
12526		hound               		13
12527		hounds              		22
12528		hour                		297
12529		hour's              		12
12530		hour-glass          		2
12531		hourly              		22
12532		hours               		134
12533		hours'              		3
12534		hous'd              		4
12535		house               		539
12536		house's             		4
12537		house-eaves         		1
12538		house-keeping       		1
12539		household           		16
12540		household's         		2
12541		householder         		1
12542		householders        		1
12543		households          		1
12544		households'         		1
12545		housekeeper         		2
12546		housekeepers        		1
12547		housekeeping        		2
12548		houseless           		2
12549		houses              		26
12550		houses'             		1
12551		housewife           		7
12552		housewifery         		2
12553		housewives          		2
12554		hovel               		7
12555		hovel-post          		1
12556		hover               		5
12557		hovered             		1
12558		hovering            		1
12559		hovers              		1
12560		how                 		2164
12561		how's               		2
12562		howbeit             		3
12563		howe'er             		12
12564		howeer              		1
12565		however             		14
12566		howl                		10
12567		howl'd              		5
12568		howl's              		1
12569		howl'st             		1
12570		howled              		1
12571		howlet's            		1
12572		howling             		12
12573		howls               		1
12574		howsoe'er           		6
12575		howsoever           		9
12576		howsome'er          		2
12577		hoxes               		1
12578		hoy-day             		1
12579		hoyday              		1
12580		html                		1
12581		http                		12
12582		hubert              		94
12583		hubert's            		2
12584		huddled             		1
12585		huddling            		1
12586		hue                 		27
12587		hues                		1
12588		hug                 		6
12589		huge                		35
12590		hugely              		2
12591		hugeness            		1
12592		hugg'd              		2
12593		hugger-mugger       		1
12594		hugh                		42
12595		hugs                		1
12596		hujus               		1
12597		hulk                		3
12598		hulks               		1
12599		hull                		2
12600		hulling             		1
12601		hullo               		1
12602		hum                 		15
12603		hum's               		1
12604		human               		25
12605		humane              		6
12606		humanely            		2
12607		humanity            		10
12608		humble              		63
12609		humble-bee          		6
12610		humble-bees         		1
12611		humble-mouth'd      		1
12612		humble-visag'd      		1
12613		humbled             		9
12614		humbleness          		7
12615		humbler             		3
12616		humbles             		1
12617		humblest            		2
12618		humbling            		1
12619		humbly              		61
12620		hume                		19
12621		hume's              		2
12622		humh                		5
12623		humidity            		2
12624		humility            		17
12625		humming             		1
12626		humor               		10
12627		humorous            		12
12628		humors              		2
12629		humour              		86
12630		humour'd            		2
12631		humour's            		1
12632		humour-letter       		1
12633		humourists          		1
12634		humours             		33
12635		humphrey            		56
12636		humphrey's          		15
12637		humphry             		1
12638		hums                		2
12639		hundred             		112
12640		hundred-pound       		1
12641		hundreds            		4
12642		hundredth           		1
12643		hung                		25
12644		hungarian           		1
12645		hungary             		1
12646		hungary's           		1
12647		hunger              		13
12648		hunger's            		1
12649		hunger-starved      		1
12650		hungerford          		2
12651		hungerly            		3
12652		hungry              		24
12653		hunt                		32
12654		hunt's-up           		1
12655		hunted              		6
12656		hunter              		9
12657		hunter's            		3
12658		hunters             		3
12659		hunters'            		1
12660		hunteth             		1
12661		hunting             		18
12662		huntington          		1
12663		huntress'           		1
12664		hunts               		3
12665		huntsman            		16
12666		huntsmen            		5
12667		hurdle              		1
12668		hurl                		10
12669		hurl'd              		2
12670		hurling             		1
12671		hurls               		1
12672		hurly               		4
12673		hurlyburly          		1
12674		hurlyburly's        		1
12675		hurricano           		1
12676		hurricanoes         		1
12677		hurried             		5
12678		hurries             		2
12679		hurry               		3
12680		hurt                		90
12681		hurtled             		1
12682		hurtless            		1
12683		hurtling            		1
12684		hurts               		14
12685		husband             		288
12686		husband'            		3
12687		husband's           		36
12688		husbanded           		4
12689		husbandless         		1
12690		husbandry           		14
12691		husbands            		25
12692		husbands'           		2
12693		hush                		13
12694		hush'd              		6
12695		hushes              		1
12696		husht               		1
12697		husks               		5
12698		huswife             		7
12699		huswife's           		1
12700		huswifes            		1
12701		hutch               		1
12702		hybla               		2
12703		hydra               		3
12704		hydra's             		1
12705		hydra-headed        		1
12706		hyen                		1
12707		hymen               		9
12708		hymen's             		4
12709		hymenaeus           		1
12710		hymn                		5
12711		hymns               		4
12712		hyperboles          		2
12713		hyperbolical        		2
12714		hyperion            		3
12715		hyperion's          		3
12716		hypertext           		3
12717		hypocrisy           		5
12718		hypocrite           		7
12719		hypocrites          		1
12720		hyrcan              		1
12721		hyrcania            		1
12722		hyrcanian           		2
12723		hyssop              		1
12724		hysterica           		1
12725		i                   		20311
12726		i'                  		373
12727		i'd                 		46
12728		i'faith             		5
12729		i'ld                		14
12730		i'll                		1743
12731		i'm                 		10
12732		i've                		1
12733		i-not               		1
12734		i-that              		3
12735		iachimo             		96
12736		iaculis             		1
12737		iago                		362
12738		iament              		1
12739		ibat                		2
12740		ibat'               		1
12741		ibiblio             		1
12742		icarus              		3
12743		ice                 		17
12744		ice-brook's         		1
12745		iceland             		2
12746		ici                 		1
12747		icicle              		2
12748		icicles             		3
12749		icy                 		6
12750		idea                		2
12751		ideas               		1
12752		idem'               		1
12753		iden                		17
12754		iden's              		1
12755		identical           		1
12756		identification      		1
12757		identify            		1
12758		ides                		7
12759		idiot               		9
12760		idiots              		2
12761		idle                		66
12762		idle-headed         		1
12763		idleness            		14
12764		idles               		1
12765		idly                		17
12766		idol                		8
12767		idolatrous          		1
12768		idolatry            		6
12769		ield                		1
12770		if                  		3524
12771		if'                 		1
12772		if't                		11
12773		if-lord             		1
12774		ifs                 		1
12775		ignis               		1
12776		ignoble             		9
12777		ignobly             		4
12778		ignominious         		3
12779		ignominy            		3
12780		ignomy              		1
12781		ignorance           		40
12782		ignorant            		48
12783		ii                  		171
12784		iii                 		145
12785		iiii                		1
12786		il                  		12
12787		ilbow               		1
12788		ild                 		1
12789		ilion               		6
12790		ilium               		5
12791		ill                 		230
12792		ill-beseeming       		4
12793		ill-boding          		2
12794		ill-breeding        		1
12795		ill-composed        		1
12796		ill-dispersing      		1
12797		ill-dispos'd        		2
12798		ill-divining        		1
12799		ill-doing           		1
12800		ill-erected         		1
12801		ill-fac'd           		1
12802		ill-favour'd        		7
12803		ill-favoured        		1
12804		ill-favouredly      		4
12805		ill-headed          		1
12806		ill-inhabited       		1
12807		ill-nurtur'd        		1
12808		ill-roasted         		1
12809		ill-rooted          		1
12810		ill-seeming         		1
12811		ill-shaped          		1
12812		ill-sheathed        		1
12813		ill-spirited        		1
12814		ill-starr'd         		1
12815		ill-ta'en           		1
12816		ill-temper'd        		2
12817		ill-tuned           		1
12818		ill-us'd            		1
12819		ill-used            		1
12820		ill-uttering        		1
12821		ill-weav'd          		1
12822		ill-well            		1
12823		ill-wind            		1
12824		ill-wresting        		1
12825		illegitimate        		2
12826		illinois            		222
12827		illiterate          		1
12828		illness             		1
12829		illo                		1
12830		ills                		9
12831		illume              		1
12832		illumin'd           		1
12833		illuminate          		1
12834		illumineth          		1
12835		illusion            		3
12836		illusions           		2
12837		illustrate          		2
12838		illustrated         		1
12839		illustrious         		5
12840		illyria             		13
12841		illyrian            		1
12842		ils                 		1
12843		im                  		1
12844		image               		46
12845		imagery             		1
12846		images              		11
12847		imagin'd            		8
12848		imaginary           		8
12849		imagination         		26
12850		imaginations        		4
12851		imagine             		22
12852		imagining           		1
12853		imaginings          		1
12854		imbar               		1
12855		imbecility          		1
12856		imbrue              		2
12857		imitari             		1
12858		imitate             		11
12859		imitated            		2
12860		imitation           		4
12861		imitations          		1
12862		immaculate          		6
12863		immanity            		1
12864		immask              		1
12865		immaterial          		1
12866		immediacy           		1
12867		immediate           		17
12868		immediately         		20
12869		imminence           		1
12870		imminent            		7
12871		immoderate          		1
12872		immoderately        		1
12873		immodest            		5
12874		immoment            		1
12875		immortal            		25
12876		immortaliz'd        		1
12877		immortally          		1
12878		immur'd             		2
12879		immured             		4
12880		immures             		1
12881		imogen              		163
12882		imogen's            		3
12883		imp                 		5
12884		impaint             		1
12885		impair              		3
12886		impairing           		1
12887		impale              		1
12888		impaled             		1
12889		impanelled          		1
12890		impart              		12
12891		imparted            		1
12892		impartial           		4
12893		impartment          		1
12894		imparts             		1
12895		impasted            		1
12896		impatience          		18
12897		impatient           		19
12898		impatiently         		3
12899		impawn              		1
12900		impawn'd            		2
12901		impeach             		10
12902		impeach'd           		1
12903		impeached           		1
12904		impeachment         		2
12905		impeachments        		1
12906		impedes             		1
12907		impediment          		15
12908		impediments         		7
12909		impenetrable        		1
12910		imperator           		1
12911		imperceiverant      		1
12912		imperfect           		6
12913		imperfection        		2
12914		imperfections       		4
12915		imperfectly         		1
12916		imperial            		22
12917		imperial's          		1
12918		imperious           		14
12919		imperiously         		1
12920		impertinency        		1
12921		impertinent         		2
12922		impeticos           		1
12923		impetuosity         		1
12924		impetuous           		2
12925		impieties           		1
12926		impiety             		6
12927		impious             		6
12928		implacable          		1
12929		implements          		2
12930		implications        		1
12931		implied             		4
12932		implies             		1
12933		implor'd            		1
12934		implorators         		1
12935		implore             		6
12936		implored            		1
12937		imploring           		1
12938		impon'd             		2
12939		import              		20
12940		importance          		5
12941		importancy          		1
12942		important           		9
12943		importantly         		1
12944		imported            		1
12945		importeth           		2
12946		importing           		8
12947		importless          		1
12948		imports             		9
12949		importun'd          		7
12950		importunacy         		2
12951		importunate         		6
12952		importune           		13
12953		importunes          		4
12954		importunity         		3
12955		impos'd             		2
12956		impose              		10
12957		imposed             		4
12958		imposition          		7
12959		impositions         		1
12960		impossibilities     		2
12961		impossibility       		5
12962		impossible          		39
12963		imposthume          		2
12964		impostor            		3
12965		impostors           		1
12966		impotence           		1
12967		impotent            		4
12968		impounded           		1
12969		impregnable         		4
12970		imprese             		1
12971		impress             		6
12972		impress'd           		3
12973		impressed           		2
12974		impressest          		1
12975		impression          		10
12976		impressure          		3
12977		imprimendum         		1
12978		imprimis            		3
12979		imprint             		1
12980		imprinted           		1
12981		imprison            		3
12982		imprison'd          		9
12983		imprison't          		1
12984		imprisoned          		4
12985		imprisoning         		1
12986		imprisonment        		16
12987		improbable          		1
12988		improper            		1
12989		improve             		1
12990		improvident         		2
12991		impudence           		3
12992		impudency           		1
12993		impudent            		9
12994		impudently          		1
12995		impudique           		1
12996		impugn              		1
12997		impugns             		1
12998		impure              		1
12999		imputation          		7
13000		impute              		4
13001		in                  		11027
13002		in'                 		1
13003		in's                		32
13004		in't                		84
13005		in-a-door           		1
13006		in-margaret         		1
13007		in-your             		1
13008		inaccessible        		2
13009		inaccurate          		2
13010		inaidable           		1
13011		inaudible           		1
13012		inauspicious        		1
13013		inc                 		224
13014		incaged             		2
13015		incantations        		1
13016		incapable           		6
13017		incardinate         		1
13018		incarnadine         		1
13019		incarnate           		2
13020		incarnation         		1
13021		incens'd            		12
13022		incense             		10
13023		incensed            		9
13024		incensement         		1
13025		incenses            		1
13026		incensing           		1
13027		incertain           		6
13028		incertainties       		2
13029		incertainty         		1
13030		incessant           		5
13031		incessantly         		1
13032		incest              		2
13033		incestuous          		5
13034		inch                		17
13035		inch-meal           		1
13036		inch-thick          		1
13037		incharitable        		1
13038		inches              		11
13039		incidency           		1
13040		incident            		3
13041		incidental          		2
13042		incision            		6
13043		incite              		5
13044		incites             		1
13045		incivil             		1
13046		incivility          		1
13047		inclin'd            		15
13048		inclin'st           		1
13049		inclinable          		1
13050		inclination         		11
13051		incline             		9
13052		inclined            		1
13053		inclines            		1
13054		inclining           		7
13055		inclips             		1
13056		include             		2
13057		included            		5
13058		includes            		224
13059		including           		15
13060		inclusive           		2
13061		incomparable        		4
13062		incomplete          		2
13063		incomprehensible    		1
13064		inconsiderate       		2
13065		inconstancy         		5
13066		inconstant          		11
13067		incontinency        		3
13068		incontinent         		6
13069		incontinently       		1
13070		inconvenience       		1
13071		inconveniences      		1
13072		inconvenient        		1
13073		incony              		2
13074		incorporate         		9
13075		incorps'd           		1
13076		incorrect           		1
13077		increas'd           		1
13078		increase            		28
13079		increases           		1
13080		increaseth          		2
13081		increasing          		9
13082		incredible          		1
13083		incredulous         		2
13084		incur               		6
13085		incurable           		4
13086		incurr'd            		3
13087		incurred            		1
13088		incursions          		2
13089		ind                 		1
13090		inde                		2
13091		indebted            		2
13092		indeed              		437
13093		indemnify           		2
13094		indemnity           		2
13095		indent              		2
13096		indented            		1
13097		indenture           		2
13098		indentures          		4
13099		index               		4
13100		indexes             		1
13101		india               		7
13102		indian              		8
13103		indian-like         		1
13104		indicate            		2
13105		indicating          		1
13106		indict              		1
13107		indicted            		1
13108		indictment          		4
13109		indies              		5
13110		indifferency        		2
13111		indifferent         		15
13112		indifferently       		5
13113		indigent            		1
13114		indigest            		3
13115		indigested          		1
13116		indign              		1
13117		indignation         		11
13118		indignations        		1
13119		indigne             		1
13120		indignities         		4
13121		indignity           		6
13122		indirect            		10
13123		indirection         		2
13124		indirections        		1
13125		indirectly          		10
13126		indiscreet          		2
13127		indiscretion        		2
13128		indispos'd          		1
13129		indisposition       		1
13130		indissoluble        		1
13131		indistinct          		2
13132		indistinguish'd     		1
13133		indistinguishable   		1
13134		indited             		2
13135		individable         		1
13136		individual          		5
13137		indrench'd          		1
13138		indu'd              		1
13139		indubitate          		1
13140		induc'd             		3
13141		induce              		4
13142		induced             		2
13143		inducement          		3
13144		induction           		6
13145		inductions          		1
13146		indue               		1
13147		indued              		3
13148		indues              		1
13149		indulgence          		2
13150		indulgences         		1
13151		indulgent           		1
13152		indurance           		1
13153		industrious         		3
13154		industriously       		1
13155		industry            		8
13156		inequality          		1
13157		inestimable         		2
13158		inevitable          		4
13159		inexecrable         		1
13160		inexorable          		2
13161		inexplicable        		1
13162		infallible          		5
13163		infallibly          		2
13164		infamonize          		1
13165		infamous            		2
13166		infamy              		12
13167		infancy             		11
13168		infant              		18
13169		infant's            		2
13170		infant-heaven       		1
13171		infant-like         		1
13172		infants             		9
13173		infants'            		1
13174		infect              		19
13175		infected            		21
13176		infecting           		1
13177		infection           		20
13178		infections          		1
13179		infectious          		6
13180		infectiously        		1
13181		infects             		5
13182		infer               		6
13183		inference           		1
13184		inferior            		10
13185		inferiors           		1
13186		infernal            		3
13187		inferr'd            		2
13188		inferr'd'           		1
13189		inferreth           		1
13190		inferring           		1
13191		infest              		1
13192		infidel             		3
13193		infidels            		2
13194		infinite            		38
13195		infinitely          		5
13196		infinitive          		1
13197		infirm              		4
13198		infirmities         		4
13199		infirmity           		16
13200		infixed             		1
13201		infixing            		1
13202		inflam'd            		3
13203		inflame             		4
13204		inflaming           		2
13205		inflammation        		1
13206		inflict             		1
13207		infliction          		1
13208		influence           		10
13209		influences          		2
13210		infold              		3
13211		inform              		23
13212		inform'd            		16
13213		inform'd-with       		1
13214		informal            		1
13215		information         		11
13216		informations        		1
13217		informed            		3
13218		informer            		1
13219		informs             		1
13220		infortunate         		2
13221		infring'd           		1
13222		infringe            		5
13223		infringed           		1
13224		infringement        		2
13225		infus'd             		2
13226		infuse              		3
13227		infused             		3
13228		infusing            		1
13229		infusion            		2
13230		ing                 		1
13231		ingener             		1
13232		ingenious           		10
13233		ingeniously         		1
13234		inglorious          		1
13235		ingots              		1
13236		ingraft             		1
13237		ingrate             		5
13238		ingrated            		1
13239		ingrateful          		13
13240		ingratitude         		21
13241		ingratitudes        		1
13242		ingredient          		2
13243		ingredients         		2
13244		ingross'd           		1
13245		inhabit             		9
13246		inhabit-you         		1
13247		inhabitable         		1
13248		inhabitants         		2
13249		inhabits            		4
13250		inhearse            		1
13251		inhearsed           		1
13252		inherent            		1
13253		inherit             		16
13254		inheritance         		12
13255		inherited           		3
13256		inheritor           		4
13257		inheritors          		2
13258		inheritrix          		1
13259		inherits            		2
13260		inhibited           		2
13261		inhibition          		1
13262		inhoop'd            		1
13263		inhuman             		8
13264		iniquities          		1
13265		iniquity            		7
13266		iniquity's          		1
13267		initiate            		1
13268		injointed           		1
13269		injunction          		3
13270		injunctions         		2
13271		injur'd             		4
13272		injure              		1
13273		injurer             		1
13274		injuries            		23
13275		injurious           		15
13276		injury              		30
13277		injustice           		8
13278		ink                 		29
13279		inkhorn             		3
13280		inkle               		1
13281		inkles              		1
13282		inkling             		2
13283		inky                		3
13284		inlaid              		1
13285		inland              		5
13286		inlay               		1
13287		inly                		4
13288		inmost              		2
13289		inn                 		21
13290		inner               		1
13291		innkeeper           		1
13292		innocence           		22
13293		innocency           		5
13294		innocent            		52
13295		innocents           		4
13296		innovation          		3
13297		innovator           		1
13298		inns                		3
13299		innumerable         		1
13300		inoculate           		1
13301		inordinate          		2
13302		inprimis            		2
13303		inquir'd            		2
13304		inquire             		15
13305		inquiry             		1
13306		inquisition         		2
13307		inquisitive         		2
13308		inroads             		1
13309		insane              		1
13310		insanie             		1
13311		insatiate           		4
13312		insconce            		1
13313		inscrib'd           		1
13314		inscription         		1
13315		inscriptions        		1
13316		inscroll'd          		1
13317		inscrutable         		1
13318		insculp'd           		1
13319		insculpture         		1
13320		insensible          		3
13321		inseparable         		2
13322		inseparate          		1
13323		insert              		2
13324		inserted            		1
13325		inset               		1
13326		inshell'd           		1
13327		inshipp'd           		1
13328		inside              		6
13329		insinewed           		1
13330		insinuate           		5
13331		insinuateth         		1
13332		insinuating         		4
13333		insinuation         		3
13334		insisted            		1
13335		insisting           		1
13336		insisture           		1
13337		insociable          		2
13338		insolence           		14
13339		insolent            		9
13340		insomuch            		1
13341		inspir'd            		5
13342		inspiration         		3
13343		inspirations        		1
13344		inspire             		2
13345		inspired            		4
13346		install'd           		4
13347		installed           		1
13348		instalment          		2
13349		instance            		26
13350		instances           		7
13351		instant             		61
13352		instantly           		24
13353		instate             		1
13354		instead             		16
13355		insteeped           		1
13356		instigate           		1
13357		instigated          		1
13358		instigation         		3
13359		instigations        		1
13360		instigator          		1
13361		instinct            		16
13362		instinctively       		1
13363		institute           		2
13364		institutions        		1
13365		instruct            		25
13366		instructed          		6
13367		instruction         		15
13368		instructions        		8
13369		instructs           		5
13370		instrument          		36
13371		instrument's        		1
13372		instrumental        		1
13373		instruments         		27
13374		insubstantial       		1
13375		insufficience       		1
13376		insufficiency       		2
13377		insult              		4
13378		insulted            		1
13379		insulting           		9
13380		insultment          		1
13381		insults             		1
13382		insupportable       		3
13383		insuppressive       		1
13384		insurrection        		4
13385		insurrection's      		1
13386		insurrections       		1
13387		int'rest            		3
13388		int'rim             		1
13389		integer             		1
13390		integritas          		1
13391		integrity           		19
13392		intellect           		4
13393		intellects          		1
13394		intellectual        		4
13395		intelligence        		27
13396		intelligencer       		2
13397		intelligencing      		1
13398		intelligent         		4
13399		intelligis          		1
13400		intelligo           		1
13401		intemperance        		2
13402		intemperate         		2
13403		intend              		53
13404		intend'st           		1
13405		intended            		20
13406		intendeth           		1
13407		intending           		2
13408		intendment          		3
13409		intends             		17
13410		intenible           		1
13411		intent              		49
13412		intent-speak        		1
13413		intention           		2
13414		intentively         		1
13415		intents             		21
13416		inter               		5
13417		inter'gatories      		2
13418		inter'gatory        		1
13419		intercept           		4
13420		intercepted         		4
13421		intercepter         		1
13422		interception        		1
13423		intercepts          		1
13424		intercession        		6
13425		intercessors        		1
13426		interchained        		1
13427		interchang'd        		1
13428		interchange         		6
13429		interchangeably     		4
13430		interchangement     		1
13431		interchanging       		2
13432		interdiction        		1
13433		interest            		29
13434		interim             		11
13435		interims            		1
13436		interior            		3
13437		interjections       		1
13438		interjoin           		1
13439		interlude           		4
13440		intermingle         		2
13441		intermission        		4
13442		intermissive        		1
13443		intermit            		1
13444		intermix'd          		1
13445		intermixed'         		1
